,Tags,rata_disability_2013.json_presence,rata_disability_2013.json_type,rata_disability_2014.json_presence,rata_disability_2014.json_type,rata_disability_2015.json_presence,rata_disability_2015.json_type,rata_disability_2016.json_presence,rata_disability_2016.json_type,rata_disability_2017.json_presence,rata_disability_2017.json_type,rata_disability_2018.json_presence,rata_disability_2018.json_type,rata_disability_2021.json_presence,rata_disability_2021.json_type,rata_disability_current_expanded_full.json_presence,rata_disability_current_expanded_full.json_type
997,(future deaf courf actually not mention it but),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
998,Deaf Lán Zhàn | Lán Wàngjī,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
999,Very Minor Reference to Lasting Trauma and Minor Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1000,blind jungkook mentioned,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1001,"Blind Jonathan ""Jon"" Sims | The Archivist",False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
1002,He's blind in one eye,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1003,Blind!Derek,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1004,Hard of Hearing Sirius,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1005,Blind Usopp (One Piece)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1006,Blind Character_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1007,Deaf!Tony,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1008,Vision disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1009,mute(?) bucky,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1010,Blind Liam,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
1011,"Deaf Jonathan ""Jon"" Sims | The Archivist",False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
1012,Disabled Charles Xavier_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1013,blind! jeongguk,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1014,Ranboo uses a wheelchair,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1015,blind chat au,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1016,Selectively mute derek,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1017,Disabled yoongi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1018,"Deaf Leonard ""Bones"" McCoy",False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
1019,Jon goes mute for a hot minute there,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1020,hard of hearing john,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1021,Blind Will Graham,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
1022,Permanent Injury_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1023,Tetralegic Charles Xavier,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1024,Deaf Hanamaki Takahiro_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1025,Blind Jean Kirstein,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
1026,Mute Junior (Red vs*d* Blue),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
1027,MuteKarkat,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1028,Blind Frank Iero_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1029,Wheelchair jimin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1030,semi-mute Dean,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1031,Woman with a Disability - Freeform,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1032,disability aids,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1033,disability repaired by Borg nanites,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1034,disability due to injury,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1035,Mute! Eren,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1036,blind!Ian,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1037,Morphing Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1038,Selectively mute Ranboo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1039,Mute Bumblebee (Transformers)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1040,"Dyslexic Creativity | Roman ""Princey"" Sanders_synned_tags",False,,False,,False,,False,,False,,False,,False,,True,connection_node
1041,Later blind Karamatsu,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1042,deaf carmilla au,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1043,Blind Shiro,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1044,Learning Disabilities,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
1045,Lance is a deaf boi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1046,Dealing with a new disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1047,Grantaire is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1048,Non-verbal Yoongi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1049,Possibly permanent injury,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1050,blind!lock,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1051,mute Lan Wangji,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1052,Sherlock goes blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1053,Exploration of Mental Illness and Physical Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1054,Conversations About Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1055,Implied Mental Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1056,Hawke is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1057,deaf character/characters,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1058,Yuuri is mute and produces music,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1059,toph is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1060,Deaf Marinette Dupain-Cheng,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
1061,Mute Mollymauk,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1062,Mute TommyInnit (Video Blogging RPF)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1063,Physical Disability (discussed),False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1064,sudden/temporary voice loss,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1065,disability sexuality,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1066,Issues of Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1067,Semi Permanent Blindness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1068,Derek is disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1069,Blind Aziraphale,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1070,loss and regaining of sight,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1071,Moon is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1072,Deaf!Wooley,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1073,Mute Namjoon,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1074,and vision impairment is a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1075,if u consider chonic pain a disability which. it Is,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1076,Deaf Remus Lupin_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1077,blind Remus,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1078,fear of disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1079,Blind Cecil Palmer_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1080,Dyslexic Okumura Rin,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
1081,blindbaekhyun,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1082,Five and Eugene bond over disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1083,Temporary Muteness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1084,Mute!Akira,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1085,this was meant to be a serious take on Viktor dealing with his disability during sex,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1086,Disabled Derek,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1087,Todoroki is partially deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1088,Blind!Roman,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1089,Deaf Clarke Griffin,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
1090,Mute Neo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1091,selectively mute ren amamiya,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1092,Alfred is blind too,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1093,he's also dyslexic,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1094,deaf character (Progression),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1095,Mute Kaeya,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1096,Mute Dick Grayson_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1097,Mute Flower Kid (Smile For Me)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1098,Roman is selectively mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1099,deaf!harry,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1100,blind!Jared,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1101,Deaf Na Jaemin_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1102,Deaf Spock (Star Trek)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1103,non-verbal jungkook,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1104,Deaf Roman Sanders,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1105,voiceless!Jaskier,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1106,Blind Ying | Lumine (Genshin Impact),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
1107,ddaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1108,Blind!Jensen,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1109,Blind Hatake Kakashi_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1110,crowley is disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1111,Deaf Hermione Granger_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1112,teasing about a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1113,Referenced Dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1114,harry mudo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1115,Non-Verbal Link,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1116,Blind!Loki,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1117,BlindJin au,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1118,Deaf Courfeyrac (Les Misérables),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
1119,Mute Dean but it's not physiological,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1120,muteMika,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1121,Mute(ish) character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1122,Deaf LWJ,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1123,physical disability including paralysis + limb loss + hearing loss + blindness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1124,Deaf Original Percival Graves_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1125,What about people with a disability?,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1126,Happy Belated Disability Pride Month,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1127,Mute Remus Lupin_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1128,Mute Junior (Red vs*d* Blue)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1129,Deaf Harry Styles,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
1130,its a deaf hinata au,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1131,слепота,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1132,Dyslexic Wylan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1133,Deaf Andrew Minyard,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
1134,Blind!Tobirama,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1135,Mute Katniss Everdeen,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
1136,Selectively Mute Jason Todd_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1137,Disabled Anduin Wrynn_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
1138,aka Johnny Is Still Disabled bc What The Fuck,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1139,visually impaired namjoon,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1140,Mute Jimin (or everyone dies),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1141,misconceptions of disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
1142,Deaf Carmilla,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
1143,Hard of Hearing Morality | Patton Sanders,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1144,Nonverbal Virgil,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1145,Minor Deaf Characters,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1146,Mute Eddie Kaspbrak,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
1147,mute!lucifer,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1148,Fox is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
